meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurtR,kurtG,kurtB,kelas
247.7243432617188,246.56698486328125,244.6035009765625,30.313839245275773,33.9986667555228,41.37604453044477,-4.726862837460114,-4.284871910827251,-4.072430942373216,23.66645723252085,18.33599231688034,15.694549673467026,matang
248.0352197265625,246.92594970703124,244.6932763671875,28.788265038150488,32.272133082320686,40.72132256008837,-4.800852130635286,-4.3259022352144365,-4.085219128330554,24.948817584876487,19.008085955635185,15.867277839049436,matang
247.5274487304688,245.92834716796875,242.97274169921877,28.97166725273391,34.405878462920484,45.44287372208934,-4.2190451837418,-3.913116030651339,-3.7834119436312097,18.450648198661227,14.785774642471209,13.033463914650184,matang
249.654208984375,248.065078125,245.2580395507813,23.35972603957129,29.08010157833699,40.01657505784024,-5.199112882217174,-4.607837274897508,-4.245920261583088,29.777197165719866,21.697090209941635,17.06587685708329,matang
250.1486474609375,248.72404052734376,246.56212890625,23.098929849288616,28.53125369972452,37.24879372730927,-5.760806187754891,-5.088622025275869,-4.679798980139091,36.15898489152211,26.54197322298966,21.31365288473928,matang
247.091884765625,245.8767822265625,244.05348388671877,32.65952001514312,37.17459010414988,44.0635168690425,-4.390957042286905,-4.175031797125677,-4.012752873680319,19.411653309691825,16.75061251689894,14.861702816818184,matang
249.53475341796877,248.194716796875,245.6547924804688,24.95192483441161,29.98022916912206,39.54136733465648,-5.391008691964917,-4.868513386236368,-4.408908218436125,31.4024665934789,24.17144765528386,18.735487566039065,matang
246.1685009765625,244.9685107421875,242.8128271484375,34.12364703703868,38.2046932146033,46.03701450577445,-4.031361632539533,-3.8413271240625946,-3.727315752581645,15.938830806133351,13.860295847469512,12.552987777405356,matang
244.930849609375,243.160791015625,239.54214599609372,34.68154507529062,39.80235877951655,51.57647486837215,-3.59572601370251,-3.335366180617315,-3.2261641784645065,12.444236289493231,10.01336632376212,8.88070390907454,matang
248.17542724609376,245.369111328125,242.4202075195313,26.411326512548005,36.56960016518519,46.98863185691897,-4.05758491373157,-3.765870358577719,-3.5862383788525305,16.490248722220752,13.05781233820566,11.207688428084456,matang
243.4836328125,241.333720703125,236.74210693359376,36.347976776003975,41.78145483803706,55.42493782464277,-3.314621900668226,-3.0018194214630123,-2.887816350658464,10.465593737755604,7.821007752757241,6.727718409406915,matang
245.19839599609372,243.82389892578124,240.495302734375,35.72601580006792,39.6844046730136,51.04463739936421,-3.82435450476505,-3.524753959300818,-3.4020852520754032,14.24121127070681,11.293068411047754,9.996891667967857,matang
244.9670288085937,243.85376953125,241.34215087890624,37.49728856486749,40.742491201523976,49.25626983272949,-3.9092644494862463,-3.6579915332688993,-3.4963397860613377,14.866609218036071,12.352846027785793,10.69108521176944,matang
247.5983081054688,246.65088134765625,244.85378173828124,31.55526786834428,34.84047551114028,42.06949009299714,-4.496839096334126,-4.220700630487936,-4.125200396859671,20.169396132444305,16.970337563638402,15.761673104024844,matang
247.92722412109376,246.8081127929688,244.54573974609372,29.84036751216872,33.814635923511304,43.003209167409146,-4.494674297781207,-4.198376573691131,-4.105033389592837,20.5079451012738,16.90920154595826,15.570613912875416,matang
244.24664794921875,242.0765966796875,237.641435546875,35.68527545119174,41.85648701239717,55.9951107475171,-3.407377265607381,-3.135178602036841,-3.0636322164015164,11.05559089875084,8.520121226579235,7.734937402427956,matang
245.380341796875,243.43869140625,239.6089575195313,34.218424346058434,40.29886513656922,53.27784541301091,-3.6430606777278953,-3.398191439865428,-3.309857924489243,12.670527228690226,10.229528451119076,9.302165389045372,matang
